,기업명,주소,직급,기술스택,자격요건,우대사항,url,기업url,업종분류,사원수,연혁,기업형태,매출액,평균연봉,자격요건_키워드,우대사항_키워드,사원수_범주형
141,인프랩,경기 성남시 분당구,미들,"['AWS', 'SQL', 'Python', 'Tensorflow', 'Keras']","[' 관련 실무 경험 5년 이상 보유하신 분', ' 통계 전공 학사 이상 또는 통계 분석 실무 경력 3년 이상', ' 어렵고 복잡한 문제를 SQL를 사용하여 효율적으로 해결할 수 있는 실력을 보유하신 분', ' 데이터 엔지니어와 협업하여 다양한 문제를 해결한 경험을 보유하신 분 ', '', '[서류는 이렇게 작성해주세요.]', ' (필수) 이력서 ', ' (필수) 포트폴리오 : 포트폴리오 제출이 어려우신 분은 과제를 선제출 해주세요. ', ' (선택) Github 주소', ' 진행한 업무 중 임팩트 있었던 프로젝트를 구체적으로 적어주세요. 팀으로 진행한 업무라면 본인의 기여도를 함께 작성해주세요. 문제를 해결하면서 기여한 부분, 새롭게 시도한 부분, 얻게 된 인사이트 등을 구체적으로 작성할 수록 좋아요.', ' 가장 의미있는 통계 프로젝트에 대해 알려주세요. 문제 정의, 문제 해결 과정, 분석 과정에 대한 설명, 데이터 분석과 결과 도출 과정을 구체적으로 기술해주세요.', ' 데이터를 기반으로 개선한 경험이 있다면 결과를 수치로 알려주세요. (외부 공개가 민감한 사항일 경우, 해당 부분은 제외해 주세요)']","[' 개인화 추천 모델 기획부터 개선까지 실제 서비스 운영 경험을 보유하신 분', ' PB 또는 TB급 이상의 데이터에 대하여 데이터 분석 또는 AI 모델 분산 학습 경험을 보유하신 분']",https://www.rallit.com/positions/1961/%EB%8D%B0%EC%9D%B4%ED%84%B0-%EB%B6%84%EC%84%9D%EA%B0%80,https://www.inflearn.com/,시스템ㆍ응용 소프트웨어 개발 및 공급업,62,7년 (2017년 설립),주식회사,12853340000,50200000,"['통계', '학사', '분석', '효율적', '실력', '데이터', '엔지니어', '협업', '서류', '이력서', '포트폴리오', '과제', '선', '선제출', '주소', '진행', '임팩트', '프로젝트', '구체적', '본인', '기여도', '기여', '부분', '시도', '인사이트', '사이트', '의미', '정의', '과정', '설명', '결과', '도출', '수치', '외부', '공개', '사항', '해당', '제외', '주세', 'Github']","['개인', '추천', '모델', '기획', '데이터', '분석', '분산', '학습', 'PB', 'AI']",100명이하
142,레인포컴퍼니,서울 종로구,미들,"['AWS', 'React', 'Next.js', 'React Native']","[' React 혹은 React Native 개발 및 운영 경험이 2년 이상이거나 그에 준하는 개발 경험이 있으신 분', ' HTML, CSS, JavaScript에 대한 깊은 이해가 있으신 분', ' Redux, MobX와 같은 상태 관리 라이브러리 사용 경험이 있으신 분', ' Git을 사용한 형상 관리 경험이 있으신 분', ' 문제 해결에 대한 다양한 접근과 해결 방안에 대해 고민하시는 분', ' 커뮤니케이션이 원활하고 코드 리뷰에 적극적이신 분', ' 개발자로서 성장에 대해 계속 고민하시는 분']","['**우대사항은 그저 우대사항일 뿐입니다.**', '', ' TypeScript 경험이 있으시면 더욱 좋습니다.', ' 유지보수성 및 확장성을 고려한 코드 구현 경험', ' 테스트 코드 작성 경험이 있으신 분', ' 문서화를 습관처럼 하시는 분']",https://www.rallit.com/positions/1357/%ED%94%84%EB%A1%A0%ED%8A%B8%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90,https://lane4.ai/,시스템ㆍ응용 소프트웨어 개발 및 공급업,39,4년 (2020년 설립),주식회사,63520000,44740000,"['상태', '라이브러리', '형상', '접근', '방안', '고민', '커뮤니케이션', '코드', '리뷰', '적극적', '개발자', '성장', 'React', 'React', 'Native', 'HTML', 'CSS', 'Redux']","['우대사항', '사항', '뿐', '유지', '유지보수성', '보수성', '확장성', '고려', '코드', '구현', '테스트', '문서화', '습관', 'TypeScript']",100명이하
143,21세기전파상,서울 서초구,시니어,"['AWS', 'Git', 'Github', 'MySQL', 'SQL']","[' 개발조직 리드 경험자', ' 좋은 개발문화를 만드는데 관심이 많으신 분', ' 주니어 개발자 매니징', ' 풀스택 실무 경험 6년 이상', ' Git 사용 및 전반적인 소스 CI/CD 경험자', ' TDD 테스트 주도 개발 경험자', ' MySQL, Node.js express, Nest.js, Next.js, typescript 개발 경험자', ' RESTful API구축 및 설계 경험이 있으신 분', ' CentOS 및 클라우드 컴퓨팅 서버(AWS, NCP)관련한 지식이 있으신 분', ' 웹접근성/표준 및 DOM에 대한 이해도가 있는 분', ' 클린코드/코드리뷰 문화 적응 가능자']","[' 프론트엔드는 next.js, react.js 사용중입니다', ' bootstrap 기반 자체 UI 가이드 개발이 가능하신분']",https://www.rallit.com/positions/679/%EA%B0%9C%EB%B0%9C-%EC%B4%9D%EA%B4%84-cto,https://www.21market.kr/,그 외 기타 정보 서비스업,10,4년 (2020년 설립),주식회사,24980000,49920000,"['개발조직', '조직', '리드', '개발문화', '문화', '주니어', '개발자', '스택', '6년', '전반적', '소스', '테스트', '주도', '클라우드', '컴퓨팅', '서버', '웹', '웹접근', '접근', '표준', '클린', '클린코드', '코드', '코드리뷰', '리뷰', '적응', '가능자', 'Git', 'CI', 'CD', 'TDD', 'MySQL', 'Node.js', 'express', 'Nest.js', 'Next.js', 'typescript', 'RESTful', 'CentOS', 'NCP']","['프론트', '프론트엔드', '사용중', '자체', '이드', 'next.js', 'react.js', 'bootstrap', 'UI']",100명이하
144,패스트뷰,서울 강남구,미들,"['AWS', 'bitnami', 'Shell Script', 'PHP', 'Python']","[' AWS 기반 인프라 설계 및 운영 경험을 보유하신 분 (최소 3년 이상)', ' bitnami 워드프레스 (또는 php기반 웹 서비스) 운영 경험 보유자', ' 스크립트 코딩 역량 보유 (Shell script, Python 등)']","[' AWS 환경에서 다양한 서비스를 처음부터 끝까지 구축하고 운영한 경험이 있으신 분', ' CloudWatch, Datadog 등 Observability 플랫폼 구축 및 운영 경험이 있으신 분', ' Cloud Formation Terraform 등 IaC 경험이 있으신 분', ' 기존 사용 기술의 문제점과 대체 도구 발견 또는 개발에 능숙하신 분']",https://www.rallit.com/positions/1771/devops-engineer-3%EB%85%84-%EC%9D%B4%EC%83%81,https://www.fastviewkorea.com/,광고 대행업,98,6년 (2018년 설립),주식회사,10000000000,37200000,"['워드', '워드프레스', '프레스', '웹', '보유자', '스크립트', '코딩', 'bitnami', 'Shell', 'script', 'Python']","['처음', '플랫폼', '기존', '문제점', '대체', '도구', '발견', 'CloudWatch', 'Datadog', 'Observability', 'Cloud', 'Formation', 'Terraform', 'IaC']",100명이하
145,21세기전파상,서울 서초구,미들,"['AWS', 'Git', 'Github', 'MySQL', 'SQL', 'React']","[' 3년 ~ 7년의 React.js 웹 또는 React Native 앱 개발 경험이 있으신 분.', ' TypeScript에 대한 지식, 또는 이를 활용한 개발에 관심이 있으신 분', ' javascript(ES6 이상), CSS, HTML 능숙하신 분', ' Redux, Recoil, Reactquery 등 상태관리 경험이 있으신 분', ' styledcomponents 사용 및 디자이너와의 협업 경험이 있으신 분', ' RESTful API를 활용한 개발 경험이 있으신 분', ' 테스트 및 배포 자동화에 대한 경험이 있으신 분', ' 새로운 기술을 빠르게 배우고 이를 구성원들과 공유하는 것에 적극적이신 분', ' 여러 이해관계자들과의 협업 과정에서 논리적으로 커뮤니케이션 하시는 분']","[' 소프트웨어 설계에 대해 이해가 깊은 분.', ' 실제 제품을 초기부터 개발, 배포, 업데이트한 경험이 있으신 분.', ' React Native 기반 앱 개발 경험이 있으신 분.']",https://www.rallit.com/positions/676/%ED%94%84%EB%A1%A0%ED%8A%B8%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90,https://www.21market.kr/,그 외 기타 정보 서비스업,10,4년 (2020년 설립),주식회사,24980000,49920000,"['웹', '앱', '상태', '상태관리', '디자이너', '협업', '테스트', '자동화', '새', '구성원', '공유', '적극적', '이해관계자', '관계자', '과정', '논리적', '커뮤니케이션', 'React.js', 'React', 'Native', 'javascript', 'CSS', 'HTML', 'Redux', 'Recoil', 'Reactquery', 'styledcomponents', 'RESTful']","['소프트', '소프트웨어', '웨어', '제품', '초기', '업데이트', '앱', 'React', 'Native']",100명이하
146,럽맘,서울 강서구,주니어,"['AWS', 'Django', 'FastAPI', 'MySQL']","[' Python 웹 프레임워크 경험 1년 이상', '', ' 클라우드 플랫폼에 서버 배포 경험', '', ' 다른팀과의 협업 및 의사소통에 문제 없으신분']","[' 다양한 프레임워크를 과감하게 도전해보실 분', '', ' 팀 운영을 해보고 싶으신 분', '', ' 신규 개발자 양성에 관심이 많으신분']",https://www.rallit.com/positions/2130/%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90-django-%ED%8C%80%EC%9E%A5%EA%B8%89-%EC%B1%84%EC%9A%A9,https://luvmom.kr/,시스템ㆍ응용 소프트웨어 개발 및 공급업,5,4년 (2020년 설립),주식회사,42157500,33190000,"['웹', '프레임워크', '클라우드', '플랫폼', '서버', '협업', '의사소통', 'Python']","['프레임워크', '도전', '신규', '개발자', '양성']",100명이하
147,미스터카멜,서울 용산구,미들,"['AWS', 'C#', 'Selenium', 'Elasticsearch']","[' 개발 실무 3년 이상 경력', ' OOP 기반 개발 역량 보유', ' 크롤링에 대한 이해', ' 코드리뷰 가치에 대한 이해', ' 읽히는 코드 작성']","['[우대사항]', ' C# 포함 개발 실무 5년 이상 경력', ' 완벽한 서비스 운영에 대한 고민 경험', ' 모니터링을 통한 성능 분석과 개선에 대한 고민 경험', ' 대규모 트래픽 발생과 핸들링에 대한 고민 경험', ' 크롤링 방어 회피 경험', ' 자신의 생각을 명확하고 간결한 표현 가능', '', '[기술스택]', ' Java Spring Boot, Data, Cloud, Security, Batch, Python TensorFlow', ' **C# Data Analysis, Web Crawling(Socket, Selenium) (DevOps 주요 기술)**', ' JavaScript, React, Next.js, TypeScript, ReactQuery (프론트엔드 주요 기술)', ' Mobile WebApp(Kotlin, Swift)', ' **ElasticSearch, Redis, SQS, MySQL**', ' **AWS, ElasticCloud, Grafana**', ' Notion, Slack, Asana, G Suite, Zoom, GitHub, Figma', ' GA(GTM), Amplitude, Braze, AppsFlyer, Firebase']",https://www.rallit.com/positions/620/devops-engineer,http://mrcamel.co.kr/,통신 판매업,7,5년 (2019년 설립),주식회사,42157500,52660000,"['크롤링', '코드', '코드리뷰', '리뷰', '가치', 'OOP']","['우대사항', '사항', '포함', '완벽', '고민', '모니터링', '성능', '분석', '대규모', '트래픽', '발생', '핸들링', '크롤링', '방어', '회피', '표현', '기술스택', '스택', '주요', '프론트', '프론트엔드', 'C', 'Java', 'Spring', 'Boot', 'Data', 'Cloud', 'Security', 'Batch', 'Python', 'TensorFlow', 'C', 'Data', 'Analysis', 'Web', 'Crawling', 'Socket', 'Selenium', 'DevOps', 'JavaScript', 'React', 'Next.js', 'TypeScript', 'ReactQuery', 'Mobile', 'WebApp', 'Kotlin', 'Swift', 'ElasticSearch', 'Redis', 'SQS', 'MySQL', 'ElasticCloud', 'Grafana', 'Notion', 'Slack', 'Asana', 'G', 'Suite', 'Zoom', 'GitHub', 'Figma', 'GA', 'GTM', 'Amplitude', 'Braze', 'AppsFlyer', 'Firebase']",100명이하
148,코코네,서울 강남구,시니어,"['AWS', 'Docker', 'CI/CD', 'Jenkins']","[' AWS, GCP 와 같은 클라우드 서비스의 운영 경험이 있는 분', ' CI/CD 구축 및 운영 경험이 있는 분', ' 무중단 서비스의 고가용성 유지를 위한 서버 인프라 설계 및 모니터링 경험이 있는 분', ' 대용량 트래픽 서비스 운영 경험 및 트러블 슈팅 경험', ' IT 장애발생시 장애조치 리드 및 원인분석, 유관부서 커뮤니케이션 역량을 보유하신 분', ' 신규 또는 기존 서비스 성능테스트 및 분석, 개선 역할을 해본 경험']","[' DevOps/SRE 팀의 리딩 경험이 있는 분', ' 장애 예방과 탐지, 전파와 조치 등의 프로세스를 정립하고 개선한 경험이 있는 분', ' 인프라 및 미들웨어 연계 구간에 대한 깊은 이해와 구성 경험을 보유하신 분', ' 다양한 인프라 및 어플리케이션, 오픈소스에 대한 아키텍처 설계, 구축 경험이 있으신 분', ' Docker 및 Kubernetes, OpenShift 등 컨테이너 오케스트레이션 환경을 설계 및 구축한 경험이 있으신 분', ' IaC 구축 및 운영 경험이 있으신 분', ' 대규모 트래픽 처리를 위한 애플리케이션 인프라 구성 경험이 있으신 분', ' 복잡한 시스템에 대하여 디버깅 할 수 있는 능력을 보유하신 분', '', '[기술스택]', '', ' CentOS, Ubuntu, RockyLinux, windows ', ' AWS, GCP, NBP, Onpremise', ' munin, zabbix, prometeus , grafana, Datadog, CloudWatch, ELK, Redash, BigQuery', ' MongoDB, MariaDB, Redis, ElasticSearch, CockroachDB', ' Jira, confluence, Slack ', ' bash, nodeJs, python', ' Docker, K8S, ECR', ' firebase, adjust, braze, google analytics']",https://www.rallit.com/positions/1097/cocone-m-sre%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4-site-reliability-engineering,https://cocone-m.com/,시스템ㆍ응용 소프트웨어 개발 및 공급업,96,9년 (2015년 설립),기타 법인,42157500,42157500,"['클라우드', '무', '무중단', '중단', '고가', '고가용성', '용성', '유지', '서버', '모니터링', '대용량', '트래픽', '트러블', '슈팅', '장애', '장애발생', '발생', '장애조치', '조치', '리드', '원인', '원인분석', '분석', '유관', '유관부서', '커뮤니케이션', '신규', '기존', '성능', '성능테스트', '테스트', '역할', 'GCP', 'CI', 'CD', 'IT']","['리딩', '장애', '예방', '탐지', '전파', '조치', '프로세스', '정립', '미들', '미들웨어', '웨어', '연계', '구간', '구성', '플', '플리케이션', '케이', '션', '오픈소스', '소스', '아키텍처', '컨테이너', '스트', '스트레이션', '레이션', '대규모', '트래픽', '처리', '애플리케이션', '복잡', '시스템', '디버깅', '기술스택', '스택', 'DevOps', 'SRE', 'Docker', 'Kubernetes', 'OpenShift', 'IaC', 'CentOS', 'Ubuntu', 'RockyLinux', 'windows', 'GCP', 'NBP', 'Onpremise', 'munin', 'zabbix', 'prometeus', 'grafana', 'Datadog', 'CloudWatch', 'ELK', 'Redash', 'BigQuery', 'MongoDB', 'MariaDB', 'Redis', 'ElasticSearch', 'CockroachDB', 'Jira', 'confluence', 'Slack', 'bash', 'nodeJs', 'python', 'Docker', 'ECR', 'firebase', 'adjust', 'braze', 'google', 'analytics']",100명이하
149,피나클,경기 성남시 분당구,시니어,"['AWS', 'Python', 'FastAPI', 'Docker']","[' 백엔드 개발 경력 7년 이상 혹은 이에 준하는 프로젝트 개발 경험을 보유하신 분', ' Python 기반 프레임워크및 AWS를 통한 웹 서비스 구축 경험이 충분히 있으신 분', ' 비즈니스 핵심을 이해하고 효율적인 데이터 구조 및 API 설계가 가능하신 분', ' 관계형 데이터베이스 설계, 모델링 및 운영 경험', ' 실제 엔드유저 대상 서비스 개발 및 운영 경험이 있으신 분', ' 개발팀의 팀원들을 매니징하며 팀을 리딩한 경험이 있으신 분']","[' 신규 서비스 또는 플랫폼을 개발 및 런칭하고 성장시켜보신 경험이 있으신 분', ' 빠르게 변화하고 성장하는 스타트업 환경에 적응 가능한 분', ' 핀테크 경험, 증권계좌 연동, 금융 공공API 연동, 금융기관등 외부 시스템 연동 및 사용 경험이 있으신 분', ' 웹, 앱서비스 개발 전반에 대한 풍부한 경험 및 지식 보유하신 분', ' 블록체인 기술에 대한 이해와 응용경험이 있으신 분', '', ' 유연하고 긍정적인 관점으로 상황과 업무를 바라보는 마인드를 소유하신 분', ' 주니어 엔지니어를 멘토링하고, 다양한 이해관계자 간의 의사소통을 원만히 할 수 있는 능력이 있는 분', ' 좋은 개발 문화에 관심이 깊거나 도입시킨 경험이 있는 분', ' 팀에 필요한 신기술 도입을 검토하고 적용해본 경험이 있는 분']",https://www.rallit.com/positions/2113/backend-developer-leader-senior,https://rebitx.com/,경영 컨설팅 및 공공 관계 서비스업,10,7년 (2017년 설립),기타 법인,42157500,42157500,"['백엔드', '프로젝트', '프레임워크', '웹', '비즈니스', '핵심', '효율적', '데이터', '구조', '관계', '관계형', '데이터베이스', '모델', '모델링', '링', '엔드유저', '유저', '대상', '리딩', 'Python', 'API']","['신규', '플랫폼', '런', '런칭', '칭', '성장', '변화', '스타트업', '적응', '핀', '핀테크', '테크', '증권', '증권계좌', '계좌', '연동', '금융', '공공', '금융기관등', '기관', '외부', '시스템', '웹', '앱', '앱서비스', '전반', '응용', '응용경험', '유연', '긍정적', '관점', '상황', '마인드', '소유', '주니어', '엔지니어', '멘토링', '이해관계자', '관계자', '간', '의사소통', '문화', '도입', '신', '신기술', '검토', '적용']",100명이하
150,데브게이트,서울 서초구,신입,"['AWS', 'TypeScript', 'Next.js', 'tailwind-css']","['이런 분을 찾아요!', ' 제품 개발을 즐기시는 분', ' 웹 표준, ES6, Typescript 에 깊은 이해가 있으신 분', ' 서버, DB에 관한 기본적인 이해와 경험(e.g. REST API로 CRUD 구현, 인증 처리 등)이 있으신 분', '', '우리는 아래 도구를 이용해요', '스택 자체에 얽매이지 않고 더 나은 방식이 있다면 과감하게 변경할 수 있어요', '', '개발', ' Typescript, Next.js, TailwindCSS, Zustand', ' React Native, Expo', ' NestJS, Prisma', ' AWS, Vercel, Supabase, Turborepo', '', '디자인', ' Figma', '', '협업', ' Slack, Notion, Github']","['이런 분이면 더 좋아요~~!!', ' 자신만의 제품을 제로 베이스에서 개발하고 운영해보신 분', ' 코드 품질에 대해 지속적으로 고민하는 분', ' 사용자 경험을 이해하고, 주도적으로 제안할 수 있는 분', ' 그 밖에 본인만의 강점이 있는 분']",https://www.rallit.com/positions/2251/%EC%86%8C%ED%94%84%ED%8A%B8%EC%9B%A8%EC%96%B4-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4-typescript-40%EC%8B%9C%EA%B0%84-%EB%82%B4%EC%97%90-%EC%97%B0%EB%B4%89%EC%A0%9C%EC%95%88,https://devgate.kr/,시스템ㆍ응용 소프트웨어 개발 및 공급업,1,2년 (2022년 설립),개인,42157500,42157500,"['제품', '웹', '표준', '서버', '구현', '인증', '처리', '도구', '스택', '자체', '변경', '디자인', '협업', 'Typescript', 'e', 'g', 'REST', 'CRUD', 'Typescript', 'Next.js', 'TailwindCSS', 'Zustand', 'React', 'Native', 'Expo', 'NestJS', 'Prisma', 'Vercel', 'Supabase', 'Turborepo', 'Figma', 'Slack', 'Notion', 'Github']","['제품', '제로', '베이스', '코드', '품질', '지속적', '고민', '사용자', '주도적', '제안', '밖', '본인', '본인만', '강점']",100명이하
151,라이프시맨틱스,서울 강남구,미들,"['AWS', 'Kubernetes', 'Kafka', 'grafana']","[' AWS, NCP 등 퍼블릭 클라우드 아키텍처 설계 및 운영 경험이 있으신 분', ' Kubernetes 등 컨테이너 오케스트레이션 도구를 다뤄보신 분', ' Kafka, ELK, InfluxDB, Grafana 등 옵저버빌리티 및 모니터링 인프라 운영 경험이 있으신 분', ' CI/CD 파이프라인 구축 경험이 있으신 분', ' 지시에 따라 업무를 수행하는 것이 아니라 적극적으로 문제를 정의하고 해결하는 분']","[' 긍정적이고 원활한 커뮤니케이션 능력이 있으신 분', ' 디지털 헬스케어 분야에 관심이 있으신 분']",https://www.rallit.com/positions/2054/devops-engineer,https://lifesemantics.kr/,시스템ㆍ응용 소프트웨어 개발 및 공급업,53,12년 (2012년 설립),주식회사,4634370000,51280000,"['퍼블릭', '클라우드', '아키텍처', '컨테이너', '스트', '스트레이션', '레이션', '도구', '옵저버', '옵저버빌리티', '빌리티', '모니터링', '파이프라인', '지시', '적극적', '정의', 'NCP', 'Kubernetes', 'Kafka', 'ELK', 'InfluxDB', 'Grafana', 'CI', 'CD']","['긍정적', '커뮤니케이션', '디지털', '헬스', '헬스케어', '케어']",100명이하
152,레인포컴퍼니,서울 종로구,미들,"['AWS', 'JavaScript', 'TypeScript', 'NestJS']","['**아래의 NestJS, Spring 기반 경험 중 하나만 해당 하시면 돼요!** ', '', ' NestJS 기반 백엔드 개발 2년 이상 혹은 그에 준하는 실력을 갖추신분', ' ', ' → TypeScript, NestJS, TypeORM 기반의 웹 어플리케이션 개발 경험', ' ', ' API 시스템 설계 및 개발 경험', ' RDBMS, NoSQL 사용한 테이블 설계 및 개발 경험', ' Git을 사용한 형상 관리 경험', ' 문제 해결에 대한 다양한 접근과 해결 방안에 대해 고민해본 경험', ' 문서화를 습관처럼 하시는분', ' 커뮤니케이션이 원활하고 코드 리뷰에 적극적이신분', ' 개발자로서 성장에 대해 계속 고민하시는분']","['**우대사항은 그저 우대사항일 뿐입니다.**', '', ' 24 / 365 서비스 개발 경험', ' CI / CD 파이프라인 구축 경험', ' AWS 클라우드 기반 인프라 구축 및 운영 경험', ' 유지보수성 및 확장성을 고려한 코드 구현 경험', ' 테스트 코드 작성 경험', ' Spring 기반 백엔드 개발 2년 이상 혹은 그에 준하는 실력을 갖추신분', '', ' → Java, SpringBoot, Mybatis, JPA 기반의 웹 어플리케이션 개발 경험']",https://www.rallit.com/positions/1358/%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90,https://lane4.ai/,시스템ㆍ응용 소프트웨어 개발 및 공급업,39,4년 (2020년 설립),주식회사,63520000,44740000,"['해당', '백엔드', '실력', '웹', '플', '플리케이션', '케이', '션', '시스템', '테이블', '형상', '접근', '방안', '고민', '고민해본', '문서화', '습관', '커뮤니케이션', '코드', '리뷰', '적극적', '개발자', '성장', 'NestJS', 'Spring', 'NestJS', 'TypeScript', 'NestJS', 'TypeORM', 'API', 'RDBMS', 'NoSQL']","['우대사항', '사항', '뿐', '24', '365', '파이프라인', '클라우드', '유지', '유지보수성', '보수성', '확장성', '고려', '코드', '구현', '테스트', '백엔드', '실력', '웹', '플', '플리케이션', '케이', '션', 'CI', 'CD', 'Spring', 'Java', 'SpringBoot', 'Mybatis', 'JPA']",100명이하
153,디랙스,경기 안양시 만안구,신입,"['AWS', 'Java', 'Spring', 'MySQL', 'Android']","['스킬', '', 'ㆍAndroid, iOS, JAVA, JSP, MySQL, Spring Framework ( 개발자 )', '', '자격요건', '', 'ㆍ학력 : 초대졸이상', '', 'ㆍ경력 : 신입·경력']","['우대사항', '', 'ㆍ전공 : 컴퓨터공학/AI 관련, 수학, 통계학', '', 'ㆍ솔루션 개발경험, 시스템 운영/유지보수 경험']",https://www.rallit.com/positions/1776/aws-%EC%86%8C%ED%94%84%ED%8A%B8%EC%9B%A8%EC%96%B4-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EB%AA%A8%EC%A7%91,http://www.draxfit.com/,운동 및 경기용구 제조업,164,23년 (2001년 설립),주식회사,49463910000,44850000,"['스킬', 'ㆍ', '개발자', '자격', '자격요건', 'ㆍ학력', '학력', '초대', '초대졸이상', '졸', 'ㆍ경력', '신입', 'iOS', 'JAVA', 'JSP', 'MySQL', 'Spring', 'Framework']","['우대사항', '사항', 'ㆍ', 'ㆍ전공', '컴퓨터', '컴퓨터공학', '공학', '수학', '통계학', 'ㆍ솔루션', '솔루션', '개발경험', '시스템', '유지', '유지보수', '보수', 'AI']",100명 초과 200명 이하
154,그로잉랩,서울 강남구,시니어,"['AWS', 'Node.js', 'MySQL', 'Github']","[' 웹서비스 개발을 7년이상 경험하신 분', ' AWS 등의 클라우드 기반 서비스를 개발하고 운영한 경험이 있으신 분', ' 웹 서비스의 설계/개발/성능 최적화를 경험이 있으신 분', ' 빌드, 테스트, 배포 자동화 경험이 있으신 분']","[' 다양한 환경에서 개발하신 경험이 있으신 분', ' 서비스 인프라 설계 및 관리를 수행하신 분', ' 팀 매니징 경험이 있으신 분', ' 금융 또는 기업데이터를 활용한 프로젝트 경험이 있으신 분', ' Machine Learning을 활용한 데이터 처리 경험이 있으신 분']",https://www.rallit.com/positions/1368/%EB%B0%B1%EC%97%94%EB%93%9C-%EC%8B%9C%EB%8B%88%EC%96%B4-%EA%B0%9C%EB%B0%9C%EC%9E%90,https://www.butler.works/,시스템ㆍ응용 소프트웨어 개발 및 공급업,2,3년 (2021년 설립),주식회사,42157500,42157500,"['웹', '웹서비스', '7년이상', '클라우드', '성능', '최적화', '테스트', '자동화']","['금융', '기업', '기업데이터', '데이터', '프로젝트', '처리', 'Machine']",100명이하
155,닥터리본,인천 연수구,신입,"['AWS', 'Node.js', 'TypeScript']",[' 백엔드 개발 및 유지보수 경력 1년 이상'],"[' AWS 유경험자', ' 배포 프로세스 환경 구축 및 사용 유경험자', ' RDBMS, NoSQL 등 유경험자', ' 테스트 코드 작성 및 CI/CD 개발 환경 유경험자']",https://www.rallit.com/positions/2272/%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90,https://teamreborn.notion.site/,통신 판매업,6,4년 (2020년 설립),주식회사,42157500,34130000,"['백엔드', '유지', '유지보수', '보수']","['유경험자', '프로세스', '테스트', '코드', 'RDBMS', 'NoSQL', 'CI', 'CD']",100명이하
156,엔블리스컴즈,서울 동작구,미들,"['AWS', 'MySQL', 'Spring Boot', 'Back-End']","[' 필요한 업무 기술의 경험과 이해도가 높으신 분', ' 웹 서비스에 대한 이해와 책임감이 있으신 분', ' 코드 리뷰에 긍정적이고, 원활한 커뮤니케이션이 가능하신 분', ' 다양한 직군의 동료들과 협업하여 문제를 파악하고 해결할 수 있는 분', ' 유저가 겪는 문제점을 찾고 기술로 해결하는 일에 관심 있는 분']","[' 컴퓨터공학 및 공학 관련 계열을 전공하신 분', ' 다양한 백엔드 개발 경력을 보유하신 분', ' 웹 및 서버 보안에 대한 이해도를 가지신 분', ' 글로벌 서비스 경험이 있으신 분', ' 서비스를 운영하는 스타트업 경험이 있으신 분', ' 소프트웨어 품질, 생산성을 합리적으로 생각하고 해결이 가능하신 분']",https://www.rallit.com/positions/305/%EB%B0%B1%EC%97%94%EB%93%9C-%EC%84%9C%EB%B2%84-%EA%B0%9C%EB%B0%9C%EC%9E%90,https://www.wishingnote.com/,시스템ㆍ응용 소프트웨어 개발 및 공급업,6,9년 (2015년 설립),주식회사,42157500,42157500,"['웹', '책임감', '코드', '리뷰', '긍정적', '커뮤니케이션', '직군', '동료', '협업', '파악', '유저', '문제점']","['컴퓨터', '컴퓨터공학', '공학', '계열', '백엔드', '웹', '서버', '보안', '글로벌', '스타트업', '소프트', '소프트웨어', '웨어', '품질', '생산성', '합리적']",100명이하
157,디에스랩글로벌,서울 영등포구,미들,"['AWS', '알고리즘', 'FastAPI', 'Django', 'Azure']","[' 백엔드 개발 경력 3년 이상', ' 한 가지 이상의 언어를 능숙하게 다루실 수 있는 분', ' 자료구조, 알고리즘, 데이터베이스, 네트워크 등 전산 지식을 활용한 문제 해결 능력', ' 지속적으로 변화하는 비지니스를 빠르게 파악하고 알맞은 데이터 모델과 API를 설계할 수 있는 능력']","[' FastAPI, Django 등 웹 프레임워크 사용 경험', ' AWS, GCP, Azure 등 클라우드 플랫폼 사용 경험 및 클라우드 기반 웹 서비스에 대한 이해', ' Docker, Kubernetes 등 가상화 관련 플랫폼 사용 경험', ' 형상관리 도구(Git, SVN)를 통한 프로젝트 관리/협업 경험', ' RDB, NoSQL에 대한 이해도 및 서비스에 적절하게 사용할 수 있는 능력']",https://www.rallit.com/positions/217/%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90,https://ko.ds2.ai/,시스템ㆍ응용 소프트웨어 개발 및 공급업,15,4년 (2020년 설립),주식회사,634030000,42157500,"['백엔드', '자료구조', '구조', '알고리즘', '데이터베이스', '네트워크', '전산', '지속적', '변화', '비지니스', '파악', '데이터', '모델']","['웹', '프레임워크', '클라우드', '플랫폼', '상화', '형상', '형상관리', '도구', '프로젝트', '협업', 'FastAPI', 'Django', 'GCP', 'Azure', 'Docker', 'Kubernetes', 'Git', 'SVN', 'RDB']",100명이하
